French,Russian,ExampleFrench,ExampleRussian,Emoji
un salaud,сволочь (груб.),"Quel <b>salaud</b> !","Какая <b>сволочь</b>!",😠
rouler,катить; ехать,"La voiture <b>roule</b> vite.","Машина <b>едет</b> быстро.",🚗
un rapport,отчёт; связь,"J'ai écrit un <b>rapport</b>.","Я написал <b>отчёт</b>.",📄
un médecin,врач,"Le <b>médecin</b> m'a examiné.","<b>Врач</b> меня осмотрел.",🩺
un doute,сомнение,"J'ai un <b>doute</b>.","У меня <b>сомнение</b>.",🤔
un client,клиент,"Le <b>client</b> a toujours raison.","<b>Клиент</b> всегда прав.",🛒
un soldat,солдат,"Le <b>soldat</b> marche.","<b>Солдат</b> идёт.",🪖
préparer,готовить,"Je <b>prépare</b> le dîner.","Я <b>готовлю</b> ужин.",🍳
calme,спокойный,"Reste <b>calme</b>.","Сохраняй <b>спокойствие</b>.",😌
accélérer,ускорять,"<b>Accélère</b> un peu.","<b>Ускорься</b> немного.",🚀
un jardin,сад,"Je travaille dans le <b>jardin</b>.","Я работаю в <b>саду</b>.",🌻
tellement,настолько; так,"Je suis <b>tellement</b> fatigué.","Я <b>так</b> устал.",😩
marcher,идти; работать,"Le téléphone ne <b>marche</b> pas.","Телефон не <b>работает</b>.",🚶
un animal,животное,"J'adore les <b>animaux</b>.","Я обожаю <b>животных</b>.",🐾
un docteur,доктор,"Le <b>docteur</b> arrive.","<b>Доктор</b> идёт.",👨‍⚕️
un film,фильм,"On regarde un <b>film</b> ?","Посмотрим <b>фильм</b>?",🎬
continuer,продолжать,"<b>Continue</b> ton travail.","<b>Продолжай</b> работать.",➡️
une photo,фото,"Prends une <b>photo</b>.","Сделай <b>фото</b>.",📸
commander,заказывать,"Je vais <b>commander</b> un café.","Я <b>закажу</b> кофе.",☕
un ordinateur,компьютер,"Mon <b>ordinateur</b> est lent.","Мой <b>компьютер</b> медленный.",💻
une chambre,комната; спальня,"Ma <b>chambre</b> est au deuxième étage.","Моя <b>комната</b> на втором этаже.",🛏️
suivre,следовать,"<b>Suis</b>-moi !","<b>Следуй</b> за мной!",🚶
une voiture,машина,"J'ai acheté une <b>voiture</b>.","Я купил <b>машину</b>.",🚗
un enfant,ребёнок,"L'<b>enfant</b> joue.","<b>Ребёнок</b> играет.",👶
lire,читать,"J'aime <b>lire</b>.","Я люблю <b>читать</b>.",📖
une musique,музыка,"J'écoute de la <b>musique</b>.","Я слушаю <b>музыку</b>.",🎵
un travail,работа,"J'ai beaucoup de <b>travail</b>.","У меня много <b>работы</b>.",💼
commencer,начинать,"Le cours <b>commence</b> à neuf heures.","Урок <b>начинается</b> в девять.",▶️
une famille,семья,"Ma <b>famille</b> vit au Québec.","Моя <b>семья</b> живёт в Квебеке.",👨‍👩‍👧
possible,возможный,"C'est <b>possible</b>.","Это <b>возможно</b>.",✅
un problème,проблема,"J'ai un <b>problème</b>.","У меня <b>проблема</b>.",⚠️
une question,вопрос,"J'ai une <b>question</b>.","У меня <b>вопрос</b>.",❓
finir,заканчивать,"J'ai <b>fini</b>.","Я <b>закончил</b>.",🏁
différent,различный,"C'est <b>différent</b>.","Это <b>по-другому</b>.",↔️
une école,школа,"Mon fils va à l'<b>école</b>.","Мой сын ходит в <b>школу</b>.",🏫
encore,ещё; снова,"Tu veux <b>encore</b> du café ?","Хочешь <b>ещё</b> кофе?",🔄
arriver,прибывать; случаться,"Le train <b>arrive</b>.","Поезд <b>прибывает</b>.",🚆
